source_row	gene_id	gene_symbol	feature_type
27877	AC138304.1	AC138304.1	Gene Expression
27532	AC138305.1	AC138305.1	Gene Expression
27533	AC138305.2	AC138305.2	Gene Expression
22179	AC138331.1	AC138331.1	Gene Expression
15168	AC138356.1	AC138356.1	Gene Expression
15167	AC138356.3	AC138356.3	Gene Expression
22358	AC138360.1	AC138360.1	Gene Expression
3052	AC138393.3	AC138393.3	Gene Expression
9673	AC138409.3	AC138409.3	Gene Expression
26748	AC138420.1	AC138420.1	Gene Expression
22871	AC138466.1	AC138466.1	Gene Expression
22869	AC138466.3	AC138466.3	Gene Expression
32217	AC138470.2	AC138470.2	Gene Expression
31396	AC138474.1	AC138474.1	Gene Expression
28006	AC138512.1	AC138512.1	Gene Expression
27707	AC138625.1	AC138625.1	Gene Expression
27706	AC138625.2	AC138625.2	Gene Expression
27756	AC138627.1	AC138627.1	Gene Expression
15543	AC138646.1	AC138646.1	Gene Expression
16062	AC138647.1	AC138647.1	Gene Expression
16061	AC138647.2	AC138647.2	Gene Expression
25214	AC138649.1	AC138649.1	Gene Expression
3968	AC138655.1	AC138655.1	Gene Expression
16100	AC138696.2	AC138696.2	Gene Expression
28649	AC138761.1	AC138761.1	Gene Expression
9361	AC138781.1	AC138781.1	Gene Expression
26904	AC138811.1	AC138811.1	Gene Expression
11099	AC138819.1	AC138819.1	Gene Expression
9604	AC138854.1	AC138854.1	Gene Expression
27263	AC138869.2	AC138869.2	Gene Expression
27265	AC138869.3	AC138869.3	Gene Expression
27063	AC138894.2	AC138894.2	Gene Expression
27060	AC138904.1	AC138904.1	Gene Expression
27058	AC138904.3	AC138904.3	Gene Expression
27247	AC138907.1	AC138907.1	Gene Expression
27250	AC138907.2	AC138907.2	Gene Expression
27249	AC138907.3	AC138907.3	Gene Expression
27246	AC138907.7	AC138907.7	Gene Expression
27245	AC138915.3	AC138915.3	Gene Expression
26857	AC138932.2	AC138932.2	Gene Expression
26860	AC138932.5	AC138932.5	Gene Expression
11054	AC138956.1	AC138956.1	Gene Expression
11055	AC138956.2	AC138956.2	Gene Expression
11045	AC138965.1	AC138965.1	Gene Expression
11043	AC138965.2	AC138965.2	Gene Expression
26883	AC138969.1	AC138969.1	Gene Expression
26882	AC138969.3	AC138969.3	Gene Expression
15986	AC139019.1	AC139019.1	Gene Expression
30072	AC139099.1	AC139099.1	Gene Expression
30071	AC139099.2	AC139099.2	Gene Expression
30853	AC139100.1	AC139100.1	Gene Expression
30852	AC139100.2	AC139100.2	Gene Expression
29979	AC139149.1	AC139149.1	Gene Expression
25312	AC139426.2	AC139426.2	Gene Expression
11047	AC139491.1	AC139491.1	Gene Expression
11046	AC139491.3	AC139491.3	Gene Expression
11049	AC139491.4	AC139491.4	Gene Expression
11050	AC139491.8	AC139491.8	Gene Expression
11051	AC139493.2	AC139493.2	Gene Expression
9603	AC139497.1	AC139497.1	Gene Expression
29990	AC139530.1	AC139530.1	Gene Expression
29989	AC139530.3	AC139530.3	Gene Expression
3992	AC139712.3	AC139712.3	Gene Expression
8782	AC139718.1	AC139718.1	Gene Expression
8781	AC139718.2	AC139718.2	Gene Expression
8984	AC139720.1	AC139720.1	Gene Expression
8983	AC139720.2	AC139720.2	Gene Expression
8552	AC139722.1	AC139722.1	Gene Expression
21713	AC139768.1	AC139768.1	Gene Expression
31715	AC139769.2	AC139769.2	Gene Expression
9672	AC139792.1	AC139792.1	Gene Expression
11098	AC139795.2	AC139795.2	Gene Expression
11095	AC139795.3	AC139795.3	Gene Expression
9970	AC139834.1	AC139834.1	Gene Expression
7867	AC139887.1	AC139887.1	Gene Expression
7866	AC139887.2	AC139887.2	Gene Expression
7869	AC139887.3	AC139887.3	Gene Expression
7865	AC139887.4	AC139887.4	Gene Expression
7870	AC139887.5	AC139887.5	Gene Expression
22848	AC140118.1	AC140118.1	Gene Expression
22847	AC140118.2	AC140118.2	Gene Expression
22806	AC140121.1	AC140121.1	Gene Expression
11102	AC140125.1	AC140125.1	Gene Expression
11101	AC140125.2	AC140125.2	Gene Expression
11103	AC140125.3	AC140125.3	Gene Expression
9966	AC140134.2	AC140134.2	Gene Expression
9598	AC140168.1	AC140168.1	Gene Expression
4876	AC140481.1	AC140481.1	Gene Expression
4872	AC140481.2	AC140481.2	Gene Expression
27280	AC140658.1	AC140658.1	Gene Expression
27277	AC140658.2	AC140658.2	Gene Expression
26431	AC140725.1	AC140725.1	Gene Expression
21515	AC140847.1	AC140847.1	Gene Expression
21516	AC140847.2	AC140847.2	Gene Expression
27751	AC140912.1	AC140912.1	Gene Expression
6429	AC141002.1	AC141002.1	Gene Expression
27269	AC141257.1	AC141257.1	Gene Expression
27266	AC141257.2	AC141257.2	Gene Expression
36597	AC141272.1	AC141272.1	Gene Expression
26944	AC141273.1	AC141273.1	Gene Expression
28091	AC141424.1	AC141424.1	Gene Expression
26618	AC141586.2	AC141586.2	Gene Expression
26617	AC141586.3	AC141586.3	Gene Expression
3443	AC141930.1	AC141930.1	Gene Expression
3444	AC141930.2	AC141930.2	Gene Expression
27253	AC142086.1	AC142086.1	Gene Expression
27258	AC142086.4	AC142086.4	Gene Expression
4821	AC142116.2	AC142116.2	Gene Expression
29260	AC142472.1	AC142472.1	Gene Expression
3445	AC144450.1	AC144450.1	Gene Expression
6144	AC144521.1	AC144521.1	Gene Expression
14702	AC144568.2	AC144568.2	Gene Expression
14652	AC144652.1	AC144652.1	Gene Expression
30070	AC144831.1	AC144831.1	Gene Expression
25260	AC144833.1	AC144833.1	Gene Expression
28111	AC144836.1	AC144836.1	Gene Expression
11091	AC145098.1	AC145098.1	Gene Expression
14889	AC145124.1	AC145124.1	Gene Expression
9975	AC145141.1	AC145141.1	Gene Expression
9974	AC145141.2	AC145141.2	Gene Expression
9961	AC145146.1	AC145146.1	Gene Expression
30013	AC145207.1	AC145207.1	Gene Expression
29998	AC145207.2	AC145207.2	Gene Expression
29997	AC145207.3	AC145207.3	Gene Expression
30011	AC145207.4	AC145207.4	Gene Expression
30000	AC145207.5	AC145207.5	Gene Expression
30001	AC145207.6	AC145207.6	Gene Expression
30015	AC145207.7	AC145207.7	Gene Expression
30008	AC145207.8	AC145207.8	Gene Expression
36574	AC145212.1	AC145212.1	Gene Expression
27076	AC145285.2	AC145285.2	Gene Expression
27077	AC145285.3	AC145285.3	Gene Expression
27078	AC145285.6	AC145285.6	Gene Expression
29676	AC145343.1	AC145343.1	Gene Expression
27261	AC145350.2	AC145350.2	Gene Expression
27262	AC145350.4	AC145350.4	Gene Expression
22736	AC145423.2	AC145423.2	Gene Expression
22737	AC145423.3	AC145423.3	Gene Expression
34411	AC145543.1	AC145543.1	Gene Expression
5873	AC145625.1	AC145625.1	Gene Expression
5872	AC145625.2	AC145625.2	Gene Expression
11077	AC146507.3	AC146507.3	Gene Expression
9967	AC146944.4	AC146944.4	Gene Expression
7893	AC147067.1	AC147067.1	Gene Expression
7892	AC147067.2	AC147067.2	Gene Expression
13034	AC147651.1	AC147651.1	Gene Expression
13036	AC147651.2	AC147651.2	Gene Expression
13032	AC147651.3	AC147651.3	Gene Expression
13037	AC147651.4	AC147651.4	Gene Expression
22878	AC148476.1	AC148476.1	Gene Expression
22876	AC148477.1	AC148477.1	Gene Expression
22877	AC148477.10	AC148477.10	Gene Expression
22874	AC148477.2	AC148477.2	Gene Expression
22873	AC148477.3	AC148477.3	Gene Expression
22875	AC148477.4	AC148477.4	Gene Expression
22697	AC156455.1	AC156455.1	Gene Expression
4518	AC159540.1	AC159540.1	Gene Expression
4517	AC159540.2	AC159540.2	Gene Expression
36591	AC171558.1	AC171558.1	Gene Expression
36590	AC171558.3	AC171558.3	Gene Expression
17426	AC174065.1	AC174065.1	Gene Expression
25275	AC174469.1	AC174469.1	Gene Expression
25195	AC183088.3	AC183088.3	Gene Expression
13027	AC187653.1	AC187653.1	Gene Expression
13028	AC188616.1	AC188616.1	Gene Expression
13030	AC188617.1	AC188617.1	Gene Expression
13031	AC188617.2	AC188617.2	Gene Expression
35236	AC207130.1	AC207130.1	Gene Expression
7999	AC209005.1	AC209005.1	Gene Expression
28651	AC209154.1	AC209154.1	Gene Expression
13734	AC211433.1	AC211433.1	Gene Expression
13732	AC211433.2	AC211433.2	Gene Expression
13698	AC211476.2	AC211476.2	Gene Expression
13699	AC211476.6	AC211476.6	Gene Expression
13741	AC211486.2	AC211486.2	Gene Expression
13740	AC211486.5	AC211486.5	Gene Expression
13744	AC211486.6	AC211486.6	Gene Expression
13742	AC211486.7	AC211486.7	Gene Expression
13743	AC211486.8	AC211486.8	Gene Expression
36584	AC213203.1	AC213203.1	Gene Expression
36583	AC213203.2	AC213203.2	Gene Expression
17516	AC215217.1	AC215217.1	Gene Expression
13017	AC215522.2	AC215522.2	Gene Expression
13016	AC215522.3	AC215522.3	Gene Expression
29279	AC217774.1	AC217774.1	Gene Expression
29280	AC217774.2	AC217774.2	Gene Expression
4689	AC226101.1	AC226101.1	Gene Expression
13029	AC226118.1	AC226118.1	Gene Expression
35636	AC231533.1	AC231533.1	Gene Expression
36298	AC231656.1	AC231656.1	Gene Expression
35706	AC231759.2	AC231759.2	Gene Expression
3465	AC231981.1	AC231981.1	Gene Expression
35664	AC232271.1	AC232271.1	Gene Expression
35665	AC232271.2	AC232271.2	Gene Expression
35662	AC232271.3	AC232271.3	Gene Expression
4461	AC233263.6	AC233263.6	Gene Expression
4462	AC233266.2	AC233266.2	Gene Expression
7784	AC233280.1	AC233280.1	Gene Expression
35877	AC233296.1	AC233296.1	Gene Expression
29916	AC233701.1	AC233701.1	Gene Expression
28645	AC233702.5	AC233702.5	Gene Expression
28646	AC233702.7	AC233702.7	Gene Expression
28227	AC233723.1	AC233723.1	Gene Expression
35730	AC233728.1	AC233728.1	Gene Expression
36587	AC233755.1	AC233755.1	Gene Expression
36586	AC233755.2	AC233755.2	Gene Expression
35690	AC233976.1	AC233976.1	Gene Expression
35691	AC233976.2	AC233976.2	Gene Expression
16156	AC233992.1	AC233992.1	Gene Expression
16163	AC233992.3	AC233992.3	Gene Expression
35718	AC234031.1	AC234031.1	Gene Expression
2141	AC234582.1	AC234582.1	Gene Expression
2144	AC234582.2	AC234582.2	Gene Expression
14287	AC234644.2	AC234644.2	Gene Expression
36212	AC234771.1	AC234771.1	Gene Expression
35580	AC234772.2	AC234772.2	Gene Expression
35951	AC234775.3	AC234775.3	Gene Expression
35952	AC234775.4	AC234775.4	Gene Expression
36437	AC234781.1	AC234781.1	Gene Expression
16133	AC234917.1	AC234917.1	Gene Expression
16135	AC234917.2	AC234917.2	Gene Expression
16132	AC234917.3	AC234917.3	Gene Expression
36269	AC235097.1	AC235097.1	Gene Expression
36359	AC236972.3	AC236972.3	Gene Expression
36360	AC236972.4	AC236972.4	Gene Expression
13626	AC237221.1	AC237221.1	Gene Expression
8486	AC239584.1	AC239584.1	Gene Expression
35702	AC239585.1	AC239585.1	Gene Expression
35703	AC239585.2	AC239585.2	Gene Expression
36276	AC239727.1	AC239727.1	Gene Expression
1860	AC239799.1	AC239799.1	Gene Expression
1856	AC239799.2	AC239799.2	Gene Expression
1817	AC239800.2	AC239800.2	Gene Expression
1893	AC239802.1	AC239802.1	Gene Expression
1894	AC239802.2	AC239802.2	Gene Expression
1878	AC239803.1	AC239803.1	Gene Expression
1895	AC239804.1	AC239804.1	Gene Expression
1882	AC239809.3	AC239809.3	Gene Expression
1836	AC239860.4	AC239860.4	Gene Expression
1913	AC239868.1	AC239868.1	Gene Expression
36582	AC240274.1	AC240274.1	Gene Expression
28082	AC240565.1	AC240565.1	Gene Expression
28081	AC240565.2	AC240565.2	Gene Expression
1872	AC241644.1	AC241644.1	Gene Expression
1875	AC241644.2	AC241644.2	Gene Expression
1874	AC241644.3	AC241644.3	Gene Expression
121	AC242022.1	AC242022.1	Gene Expression
120	AC242022.2	AC242022.2	Gene Expression
1866	AC242426.2	AC242426.2	Gene Expression
1902	AC242842.1	AC242842.1	Gene Expression
1927	AC242988.1	AC242988.1	Gene Expression
1925	AC242988.2	AC242988.2	Gene Expression
1846	AC243547.1	AC243547.1	Gene Expression
1852	AC243547.2	AC243547.2	Gene Expression
26175	AC243562.3	AC243562.3	Gene Expression
28958	AC243571.1	AC243571.1	Gene Expression
28955	AC243571.2	AC243571.2	Gene Expression
28956	AC243585.1	AC243585.1	Gene Expression
28953	AC243585.2	AC243585.2	Gene Expression
28950	AC243654.1	AC243654.1	Gene Expression
28948	AC243654.3	AC243654.3	Gene Expression
1905	AC243772.2	AC243772.2	Gene Expression
28940	AC243773.1	AC243773.1	Gene Expression
28942	AC243773.2	AC243773.2	Gene Expression
28921	AC243829.1	AC243829.1	Gene Expression
28919	AC243829.2	AC243829.2	Gene Expression
28916	AC243829.4	AC243829.4	Gene Expression
28924	AC243829.5	AC243829.5	Gene Expression
28937	AC243830.1	AC243830.1	Gene Expression
28935	AC243830.2	AC243830.2	Gene Expression
28936	AC243830.3	AC243830.3	Gene Expression
32123	AC243960.1	AC243960.1	Gene Expression
32121	AC243960.3	AC243960.3	Gene Expression
330	AC243961.1	AC243961.1	Gene Expression
32229	AC243964.3	AC243964.3	Gene Expression
23921	AC243965.1	AC243965.1	Gene Expression
23923	AC243965.2	AC243965.2	Gene Expression
32129	AC243967.2	AC243967.2	Gene Expression
32131	AC243967.3	AC243967.3	Gene Expression
23794	AC243972.1	AC243972.1	Gene Expression
1922	AC244033.2	AC244033.2	Gene Expression
2850	AC244034.2	AC244034.2	Gene Expression
2843	AC244035.1	AC244035.1	Gene Expression
2845	AC244035.2	AC244035.2	Gene Expression
2844	AC244035.4	AC244035.4	Gene Expression
36406	AC244090.1	AC244090.1	Gene Expression
36415	AC244090.3	AC244090.3	Gene Expression
28944	AC244093.3	AC244093.3	Gene Expression
28943	AC244093.4	AC244093.4	Gene Expression
28945	AC244093.5	AC244093.5	Gene Expression
28910	AC244100.2	AC244100.2	Gene Expression
28912	AC244100.3	AC244100.3	Gene Expression
28913	AC244100.4	AC244100.4	Gene Expression
36346	AC244102.1	AC244102.1	Gene Expression
36350	AC244102.3	AC244102.3	Gene Expression
36339	AC244102.4	AC244102.4	Gene Expression
21262	AC244131.2	AC244131.2	Gene Expression
28969	AC244153.1	AC244153.1	Gene Expression
36300	AC244197.2	AC244197.2	Gene Expression
36494	AC244213.1	AC244213.1	Gene Expression
34631	AC244250.1	AC244250.1	Gene Expression
34623	AC244250.4	AC244250.4	Gene Expression
1864	AC244394.2	AC244394.2	Gene Expression
25104	AC244452.3	AC244452.3	Gene Expression
1808	AC244453.1	AC244453.1	Gene Expression
1807	AC244453.2	AC244453.2	Gene Expression
1806	AC244453.3	AC244453.3	Gene Expression
14463	AC244472.1	AC244472.1	Gene Expression
23837	AC244502.1	AC244502.1	Gene Expression
23848	AC244502.3	AC244502.3	Gene Expression
10643	AC244517.1	AC244517.1	Gene Expression
10646	AC244517.11	AC244517.11	Gene Expression
10648	AC244517.12	AC244517.12	Gene Expression
10641	AC244517.2	AC244517.2	Gene Expression
10652	AC244517.4	AC244517.4	Gene Expression
10637	AC244517.5	AC244517.5	Gene Expression
10654	AC244517.7	AC244517.7	Gene Expression
10639	AC244517.9	AC244517.9	Gene Expression
35616	AC244636.3	AC244636.3	Gene Expression
1798	AC245008.1	AC245008.1	Gene Expression
1834	AC245014.1	AC245014.1	Gene Expression
1833	AC245014.3	AC245014.3	Gene Expression
26145	AC245033.2	AC245033.2	Gene Expression
32681	AC245036.5	AC245036.5	Gene Expression
17982	AC245041.1	AC245041.1	Gene Expression
17980	AC245041.2	AC245041.2	Gene Expression
32660	AC245052.1	AC245052.1	Gene Expression
32654	AC245052.4	AC245052.4	Gene Expression
32663	AC245052.7	AC245052.7	Gene Expression
320	AC245056.1	AC245056.1	Gene Expression
34595	AC245060.2	AC245060.2	Gene Expression
34594	AC245060.5	AC245060.5	Gene Expression
34593	AC245060.6	AC245060.6	Gene Expression
14402	AC245088.2	AC245088.2	Gene Expression
1886	AC245100.1	AC245100.1	Gene Expression
1887	AC245100.6	AC245100.6	Gene Expression
14742	AC245123.1	AC245123.1	Gene Expression
32693	AC245128.3	AC245128.3	Gene Expression
36398	AC245140.1	AC245140.1	Gene Expression
36403	AC245140.2	AC245140.2	Gene Expression
36400	AC245140.3	AC245140.3	Gene Expression
14735	AC245164.1	AC245164.1	Gene Expression
14737	AC245164.2	AC245164.2	Gene Expression
35707	AC245177.1	AC245177.1	Gene Expression
14741	AC245187.1	AC245187.1	Gene Expression
14740	AC245187.2	AC245187.2	Gene Expression
1898	AC245297.2	AC245297.2	Gene Expression
1897	AC245297.3	AC245297.3	Gene Expression
1862	AC245407.2	AC245407.2	Gene Expression
14487	AC245427.1	AC245427.1	Gene Expression
14488	AC245427.2	AC245427.2	Gene Expression
34570	AC245452.1	AC245452.1	Gene Expression
34575	AC245452.5	AC245452.5	Gene Expression
14738	AC245519.1	AC245519.1	Gene Expression
14739	AC245519.2	AC245519.2	Gene Expression
32227	AC245748.3	AC245748.3	Gene Expression
32671	AC245884.1	AC245884.1	Gene Expression
32673	AC245884.10	AC245884.10	Gene Expression
32674	AC245884.8	AC245884.8	Gene Expression
32672	AC245884.9	AC245884.9	Gene Expression
1820	AC246680.1	AC246680.1	Gene Expression
1825	AC246785.3	AC246785.3	Gene Expression
25013	AC246787.2	AC246787.2	Gene Expression
34617	AC246793.1	AC246793.1	Gene Expression
14744	AC246817.1	AC246817.1	Gene Expression
14743	AC246817.2	AC246817.2	Gene Expression
25062	AC247036.1	AC247036.1	Gene Expression
34705	AC253536.3	AC253536.3	Gene Expression
34701	AC253536.6	AC253536.6	Gene Expression
1800	AC253572.1	AC253572.1	Gene Expression
1802	AC253572.2	AC253572.2	Gene Expression
7847	AC253576.2	AC253576.2	Gene Expression
35125	AC254562.2	AC254562.2	Gene Expression
35126	AC254562.3	AC254562.3	Gene Expression
14000	AC254629.1	AC254629.1	Gene Expression
302	AC254633.1	AC254633.1	Gene Expression
6250	ACAA1	ACAA1	Gene Expression
30549	ACAA2	ACAA2	Gene Expression
28946	ACACA	ACACA	Gene Expression
22469	ACACB	ACACB	Gene Expression
22513	ACAD10	ACAD10	Gene Expression
7162	ACAD11	ACAD11	Gene Expression
20960	ACAD8	ACAD8	Gene Expression
7116	ACAD9	ACAD9	Gene Expression
5517	ACADL	ACADL	Gene Expression
1326	ACADM	ACADM	Gene Expression
22662	ACADS	ACADS	Gene Expression
18776	ACADSB	ACADSB	Gene Expression
28300	ACADVL	ACADVL	Gene Expression
26221	ACAN	ACAN	Gene Expression
28313	ACAP1	ACAP1	Gene Expression
7779	ACAP2	ACAP2	Gene Expression
7780	ACAP2-IT1	ACAP2-IT1	Gene Expression
52	ACAP3	ACAP3	Gene Expression
20561	ACAT1	ACAT1	Gene Expression
12867	ACAT2	ACAT2	Gene Expression
3085	ACBD3	ACBD3	Gene Expression
3086	ACBD3-AS1	ACBD3-AS1	Gene Expression
29259	ACBD4	ACBD4	Gene Expression
17802	ACBD5	ACBD5	Gene Expression
2564	ACBD6	ACBD6	Gene Expression
17700	ACBD7	ACBD7	Gene Expression
19544	ACCS	ACCS	Gene Expression
19543	ACCSL	ACCSL	Gene Expression
27613	ACD	ACD	Gene Expression
29611	ACE	ACE	Gene Expression
35404	ACE2	ACE2	Gene Expression
31120	ACER1	ACER1	Gene Expression
16339	ACER2	ACER2	Gene Expression
20324	ACER3	ACER3	Gene Expression
13998	ACHE	ACHE	Gene Expression
23944	ACIN1	ACIN1	Gene Expression
2263	ACKR1	ACKR1	Gene Expression
6319	ACKR2	ACKR2	Gene Expression
5835	ACKR3	ACKR3	Gene Expression
7163	ACKR4	ACKR4	Gene Expression
29124	ACLY	ACLY	Gene Expression
4917	ACMSD	ACMSD	Gene Expression
16416	ACO1	ACO1	Gene Expression
35098	ACO2	ACO2	Gene Expression
23374	ACOD1	ACOD1	Gene Expression
24508	ACOT1	ACOT1	Gene Expression
1141	ACOT11	ACOT11	Gene Expression
10089	ACOT12	ACOT12	Gene Expression
11441	ACOT13	ACOT13	Gene Expression
24510	ACOT2	ACOT2	Gene Expression
24511	ACOT4	ACOT4	Gene Expression
24512	ACOT6	ACOT6	Gene Expression
178	ACOT7	ACOT7	Gene Expression
33520	ACOT8	ACOT8	Gene Expression
35463	ACOT9	ACOT9	Gene Expression
29824	ACOX1	ACOX1	Gene Expression
6633	ACOX2	ACOX2	Gene Expression
7993	ACOX3	ACOX3	Gene Expression
4692	ACOXL	ACOXL	Gene Expression
4694	ACOXL-AS1	ACOXL-AS1	Gene Expression
3414	ACP1	ACP1	Gene Expression
19611	ACP2	ACP2	Gene Expression
32508	ACP4	ACP4	Gene Expression
31326	ACP5	ACP5	Gene Expression
1871	ACP6	ACP6	Gene Expression
32031	ACP7	ACP7	Gene Expression
7160	ACPP	ACPP	Gene Expression
35298	ACR	ACR	Gene Expression
21107	ACRBP	ACRBP	Gene Expression
20866	ACRV1	ACRV1	Gene Expression
26069	ACSBG1	ACSBG1	Gene Expression
31117	ACSBG2	ACSBG2	Gene Expression
29428	ACSF2	ACSF2	Gene Expression
28036	ACSF3	ACSF3	Gene Expression
9311	ACSL1	ACSL1	Gene Expression
5684	ACSL3	ACSL3	Gene Expression
36043	ACSL4	ACSL4	Gene Expression
18659	ACSL5	ACSL5	Gene Expression
10438	ACSL6	ACSL6	Gene Expression
26946	ACSM1	ACSM1	Gene Expression
26942	ACSM2A	ACSM2A	Gene Expression
26943	ACSM2B	ACSM2B	Gene Expression
26945	ACSM3	ACSM3	Gene Expression
21148	ACSM4	ACSM4	Gene Expression
26940	ACSM5	ACSM5	Gene Expression
18446	ACSM6	ACSM6	Gene Expression
33205	ACSS1	ACSS1	Gene Expression
33335	ACSS2	ACSS2	Gene Expression
22203	ACSS3	ACSS3	Gene Expression
3147	ACTA1	ACTA1	Gene Expression
18367	ACTA2	ACTA2	Gene Expression
18366	ACTA2-AS1	ACTA2-AS1	Gene Expression
